Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF03446,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2954,mir-2954 microRNA precursor family,Gene; miRNA;
RF03447,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1231,mir-1231 microRNA precursor family,Gene; miRNA;
RF03448,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-6131,mir-6131 microRNA precursor family,Gene; miRNA;
RF03449,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-6827,mir-6827 microRNA precursor family,Gene; miRNA;
RF03450,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR1513,MIR1513 microRNA precursor family,Gene; miRNA;
RF03451,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3188,mir-3188 microRNA precursor family,Gene; miRNA;
RF03452,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3121,mir-3121 microRNA precursor family,Gene; miRNA;
RF03453,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1276,mir-1276 microRNA precursor family,Gene; miRNA;
RF03454,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1267,mir-1267 microRNA precursor family,Gene; miRNA;
RF03455,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9847,mir-9847 microRNA precursor family,Gene; miRNA;
RF03456,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-724,mir-724 microRNA precursor family,Gene; miRNA;
RF03457,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR173,MIR173 microRNA precursor family,Gene; miRNA;
RF03458,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-766,mir-766 microRNA precursor family,Gene; miRNA;
RF03459,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1890,mir-1890 microRNA precursor family,Gene; miRNA;
RF03460,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-561,mir-561 microRNA precursor family,Gene; miRNA;
RF03461,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR842,MIR842 microRNA precursor family,Gene; miRNA;
RF03462,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4677,mir-4677 microRNA precursor family,Gene; miRNA;
RF03463,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3036,mir-3036 microRNA precursor family,Gene; miRNA;
RF03464,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-465,mir-465 microRNA precursor family,Gene; miRNA;
RF03465,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR9666,MIR9666 microRNA precursor family,Gene; miRNA;
RF03466,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1184,mir-1184 microRNA precursor family,Gene; miRNA;
RF03467,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2851,mir-2851 microRNA precursor family,Gene; miRNA;
RF03468,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2830,mir-2830 microRNA precursor family,Gene; miRNA;
RF03469,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1179,mir-1179 microRNA precursor family,Gene; miRNA;
RF03470,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-571,mir-571 microRNA precursor family,Gene; miRNA;
RF03471,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-745,mir-745 microRNA precursor family,Gene; miRNA;
RF03472,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-623,mir-623 microRNA precursor family,Gene; miRNA;
RF03473,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-8813,mir-8813 microRNA precursor family,Gene; miRNA;
RF03474,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4766,mir-4766 microRNA precursor family,Gene; miRNA;
RF03475,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2387,mir-2387 microRNA precursor family,Gene; miRNA;
RF03476,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-7360,mir-7360 microRNA precursor family,Gene; miRNA;
RF03477,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR862_2,MIR862_2 microRNA precursor family,Gene; miRNA;
RF03478,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-630,mir-630 microRNA precursor family,Gene; miRNA;
RF03479,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-324,mir-324 microRNA precursor family,Gene; miRNA;
RF03480,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1284,mir-1284 microRNA precursor family,Gene; miRNA;
RF03481,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9014,mir-9014 microRNA precursor family,Gene; miRNA;
RF03482,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4774,mir-4774 microRNA precursor family,Gene; miRNA;
RF03483,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR319,MIR319 microRNA precursor family,Gene; miRNA;
RF03484,Viruses,Viruses (100.00%),Viruses (100.00%),mir-K12-10,mir-K12-10 microRNA precursor family,Gene; miRNA;
RF03485,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4000,mir-4000 microRNA precursor family,Gene; miRNA;
RF03486,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3940,mir-3940 microRNA precursor family,Gene; miRNA;
RF03487,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4423,mir-4423 microRNA precursor family,Gene; miRNA;
RF03488,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2366,mir-2366 microRNA precursor family,Gene; miRNA;
RF03489,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4796,mir-4796 microRNA precursor family,Gene; miRNA;
RF03490,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1426,mir-1426 microRNA precursor family,Gene; miRNA;
RF03491,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3146,mir-3146 microRNA precursor family,Gene; miRNA;
RF03492,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-878,mir-878 microRNA precursor family,Gene; miRNA;
RF03493,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1281,mir-1281 microRNA precursor family,Gene; miRNA;
RF03494,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4680,mir-4680 microRNA precursor family,Gene; miRNA;
RF03495,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-968,mir-968 microRNA precursor family,Gene; miRNA;
RF03496,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR2086,MIR2086 microRNA precursor family,Gene; miRNA;
RF03497,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR5038,MIR5038 microRNA precursor family,Gene; miRNA;
RF03498,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3145,mir-3145 microRNA precursor family,Gene; miRNA;
RF03499,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-702,mir-702 microRNA precursor family,Gene; miRNA;
RF03500,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1262,mir-1262 microRNA precursor family,Gene; miRNA;
RF03501,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3140,mir-3140 microRNA precursor family,Gene; miRNA;
RF03502,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1914,mir-1914 microRNA precursor family,Gene; miRNA;
RF03503,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-547,mir-547 microRNA precursor family,Gene; miRNA;
RF03504,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9461,mir-9461 microRNA precursor family,Gene; miRNA;
RF03505,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9128,mir-9128 microRNA precursor family,Gene; miRNA;
RF03506,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-587,mir-587 microRNA precursor family,Gene; miRNA;
RF03507,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4429,mir-4429 microRNA precursor family,Gene; miRNA;
RF03508,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-970,mir-970 microRNA precursor family,Gene; miRNA;
RF03509,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4660,mir-4660 microRNA precursor family,Gene; miRNA;
RF03510,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3660,mir-3660 microRNA precursor family,Gene; miRNA;
RF03511,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5444,mir-5444 microRNA precursor family,Gene; miRNA;
RF03512,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3479,mir-3479 microRNA precursor family,Gene; miRNA;
RF03514,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-6128,mir-6128 microRNA precursor family,Gene; miRNA;
RF03516,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR5229,MIR5229 microRNA precursor family,Gene; miRNA;
RF03517,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR5225,MIR5225 microRNA precursor family,Gene; miRNA;
RF03518,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1893,mir-1893 microRNA precursor family,Gene; miRNA;
RF03519,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-238,mir-238 microRNA precursor family,Gene; miRNA;
RF03520,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3059,mir-3059 microRNA precursor family,Gene; miRNA;
RF03521,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-23c,mir-23c microRNA precursor family,Gene; miRNA;
RF03522,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4850,mir-4850 microRNA precursor family,Gene; miRNA;
RF03523,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4703,mir-4703 microRNA precursor family,Gene; miRNA;
RF03524,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3174,mir-3174 microRNA precursor family,Gene; miRNA;
RF03525,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1343,mir-1343 microRNA precursor family,Gene; miRNA;
RF03526,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-7177,mir-7177 microRNA precursor family,Gene; miRNA;
RF03527,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3072,mir-3072 microRNA precursor family,Gene; miRNA;
RF03528,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1264,mir-1264 microRNA precursor family,Gene; miRNA;
RF03530,Bacteria,Bacteria (100.00%),Bacteria (100.00%),bglG-cis-reg,cis-regulatory element of the bglG/LicT operon,Cis-reg;
RF03531,Bacteria,Bacteria (100.00%),"Bacteria (98.55%), Archaea (1.45%)",n00280,Clostridioides difficile sRNA included into helicase gene,Gene; sRNA;
RF03532,Bacteria,Bacteria (100.00%),"Bacteria (96.92%), Viruses (3.08%)",SQ2397,Cis-regulator of HTH transcription factor,Cis-reg;
RF03533,Bacteria,Bacteria (100.00%),Bacteria (100.00%),SQ1002_RNA,Clostridioides difficile sRNA SQ1002,Gene; sRNA;
RF03534,Bacteria,Bacteria (100.00%),Bacteria (100.00%),sRNA71,Staphylococcus sRNA71 small RNA,Gene; sRNA;
RF03535,Bacteria,Bacteria (100.00%),Bacteria (100.00%),TEG147,Staphylococcus aureus small RNA TEG147,Cis-reg;
RF03536,Mixed/No Data,"Bacteria (50.00%), Viruses (27.78%), Eukaryota (16.67%), Other (5.56%)",No Data,Flavi_TBFV_xrRNA,Tick-borne Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03537,Mixed/No Data,"Bacteria (40.00%), Viruses (30.00%), Eukaryota (20.00%), Other (10.00%)",No Data,Flavi_TBFV_SL6,Tick-borne Flavivirus short stem-loop SL6,Cis-reg;
RF03538,Mixed/No Data,"Bacteria (50.00%), Viruses (25.00%), Eukaryota (12.50%), Other (12.50%)",No Data,Flavi_TBFV_CRE,Tick-borne Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF03539,Viruses/No Data,Viruses (100.00%),No Data,Flavi_NKV_xrRNA,No-known vector Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03540,Viruses/Eukaryota,Viruses (100.00%),Eukaryota (100.00%),Flavi_NKV_CRE,No-Known-Vector Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF03541,Viruses/No Data,Viruses (100.00%),No Data,Flavi_ISFV_xrRNA,Insect-specific Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03542,Viruses/No Data,Viruses (100.00%),No Data,Flavi_ISFV_repeat_Ra_Rb,Insect-Specific Flavivirus 3' UTR repeats Ra and Rb elements,Cis-reg;
RF03543,Viruses/No Data,Viruses (100.00%),No Data,Flavi_ISFV_repeat_Rb,Insect-Specific Flavivirus 3' UTR repeats Rb,Cis-reg;
RF03544,Viruses/No Data,Viruses (100.00%),No Data,Flavi_ISFV_repeat_Ra,Insect-Specific Flavivirus 3' UTR repeats Ra,Cis-reg;
RF03545,Mixed/Eukaryota,"Viruses (87.50%), Archaea (6.25%), Bacteria (6.25%)","Eukaryota (92.31%), Eukaryota:Fungi (15.38%), Bacteria (7.69%)",Flavi_ISFV_CRE,Insect-specific Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF03546,Viruses/No Data,Viruses (100.00%),No Data,Flavivirus-5UTR,Flavivirus 5' UTR,Cis-reg;
RF03547,Viruses/No Data,Viruses (100.00%),No Data,Flavi_xrRNA,General Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03548,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-302_2,mir-302_2 microRNA precursor family,Gene; miRNA;
RF03549,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-15_2,mir-15_2 microRNA precursor family,Gene; miRNA;
RF03550,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-31_2,mir-31_2 microRNA precursor family,Gene; miRNA;
RF03552,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-43_2,mir-43_2 microRNA precursor family,Gene; miRNA;
RF03553,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-190_2,mir-190_2 microRNA precursor family,Gene; miRNA;
RF03554,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-92_2,mir-92_2 microRNA precursor family,Gene; miRNA;
RF03555,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2_2,mir-2_2 microRNA precursor family,Gene; miRNA;
RF03556,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-559,mir-559 microRNA precursor family,Gene; miRNA;
RF03557,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR6019,MIR6019 microRNA precursor family,Gene; miRNA;
RF03558,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-629,mir-629 microRNA precursor family,Gene; miRNA;
RF03559,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-8303,mir-8303 microRNA precursor family,Gene; miRNA;
RF03560,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3926,mir-3926 microRNA precursor family,Gene; miRNA;
RF03561,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3533,mir-3533 microRNA precursor family,Gene; miRNA;
RF03562,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2004,mir-2004 microRNA precursor family,Gene; miRNA;
RF03563,Viruses,Viruses (100.00%),Viruses (100.00%),mir-BART16,mir-BART16 microRNA precursor family,Gene; miRNA;
RF03564,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9416,mir-9416 microRNA precursor family,Gene; miRNA;
RF03565,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1282,mir-1282 microRNA precursor family,Gene; miRNA;
RF03566,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4875,mir-4875 microRNA precursor family,Gene; miRNA;
RF03567,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR8024,MIR8024 microRNA precursor family,Gene; miRNA;
RF03568,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3204,mir-3204 microRNA precursor family,Gene; miRNA;
RF03569,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-7973,mir-7973 microRNA precursor family,Gene; miRNA;
RF03570,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-8286,mir-8286 microRNA precursor family,Gene; miRNA;
RF03571,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-734,mir-734 microRNA precursor family,Gene; miRNA;
RF03572,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR2109,MIR2109 microRNA precursor family,Gene; miRNA;
RF03573,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1954,mir-1954 microRNA precursor family,Gene; miRNA;
RF03574,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4847,mir-4847 microRNA precursor family,Gene; miRNA;
RF03575,Viruses,Viruses (100.00%),Viruses (100.00%),mir-rL1-14,mir-rL1-14 microRNA precursor family,Gene; miRNA;
RF03576,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4435,mir-4435 microRNA precursor family,Gene; miRNA;
RF03577,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9193,mir-9193 microRNA precursor family,Gene; miRNA;
RF03578,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3910,mir-3910 microRNA precursor family,Gene; miRNA;
RF03579,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2058,mir-2058 microRNA precursor family,Gene; miRNA;
RF03580,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-928,mir-928 microRNA precursor family,Gene; miRNA;
RF03581,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4878,mir-4878 microRNA precursor family,Gene; miRNA;
RF03582,Viruses,Viruses (100.00%),Viruses (100.00%),mir-m22-1,mir-m22-1 microRNA precursor family,Gene; miRNA;
RF03583,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR781,MIR781 microRNA precursor family,Gene; miRNA;
RF03584,Eukaryota,Eukaryota (100.00%),"Eukaryota (96.67%), Bacteria (3.33%)",mir-2290,mir-2290 microRNA precursor family,Gene; miRNA;
RF03585,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3938,mir-3938 microRNA precursor family,Gene; miRNA;
RF03586,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5132,mir-5132 microRNA precursor family,Gene; miRNA;
RF03587,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1202,mir-1202 microRNA precursor family,Gene; miRNA;
RF03588,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2319,mir-2319 microRNA precursor family,Gene; miRNA;
RF03589,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5583,mir-5583 microRNA precursor family,Gene; miRNA;
RF03590,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2009,mir-2009 microRNA precursor family,Gene; miRNA;
RF03591,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3117,mir-3117 microRNA precursor family,Gene; miRNA;
RF03592,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2567,mir-2567 microRNA precursor family,Gene; miRNA;
RF03593,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2331,mir-2331 microRNA precursor family,Gene; miRNA;
RF03594,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3817,mir-3817 microRNA precursor family,Gene; miRNA;
RF03595,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3569,mir-3569 microRNA precursor family,Gene; miRNA;
RF03596,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5880,mir-5880 microRNA precursor family,Gene; miRNA;
RF03597,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR6438,MIR6438 microRNA precursor family,Gene; miRNA;
RF03598,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR6024,MIR6024 microRNA precursor family,Gene; miRNA;
RF03599,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR1883,MIR1883 microRNA precursor family,Gene; miRNA;
RF03600,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR3627,MIR3627 microRNA precursor family,Gene; miRNA;
RF03601,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR7993,MIR7993 microRNA precursor family,Gene; miRNA;
RF03602,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-8250,mir-8250 microRNA precursor family,Gene; miRNA;
RF03603,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4899,mir-4899 microRNA precursor family,Gene; miRNA;
RF03604,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5728,mir-5728 microRNA precursor family,Gene; miRNA;
RF03605,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR4221,MIR4221 microRNA precursor family,Gene; miRNA;
RF03606,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2071,mir-2071 microRNA precursor family,Gene; miRNA;
RF03607,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9447,mir-9447 microRNA precursor family,Gene; miRNA;
RF03608,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9440,mir-9440 microRNA precursor family,Gene; miRNA;
RF03609,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5470,mir-5470 microRNA precursor family,Gene; miRNA;
RF03610,Viruses,Viruses (100.00%),Viruses (100.00%),mir-H7,mir-H7 microRNA precursor family,Gene; miRNA;
RF03611,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-7147,mir-7147 microRNA precursor family,Gene; miRNA;
RF03612,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-608,mir-608 microRNA precursor family,Gene; miRNA;
RF03613,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR6234,MIR6234 microRNA precursor family,Gene; miRNA;
RF03614,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3431,mir-3431 microRNA precursor family,Gene; miRNA;
RF03615,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-4877,mir-4877 microRNA precursor family,Gene; miRNA;
RF03616,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR1888,MIR1888 microRNA precursor family,Gene; miRNA;
RF03617,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR8757,MIR8757 microRNA precursor family,Gene; miRNA;
RF03618,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5592,mir-5592 microRNA precursor family,Gene; miRNA;
RF03619,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5729,mir-5729 microRNA precursor family,Gene; miRNA;
RF03620,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1233,mir-1233 microRNA precursor family,Gene; miRNA;
RF03621,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR4245,MIR4245 microRNA precursor family,Gene; miRNA;
RF03622,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-731,mir-731 microRNA precursor family,Gene; miRNA;
RF03623,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1252,mir-1252 microRNA precursor family,Gene; miRNA;
RF03624,Eukaryota/No Data,Eukaryota (100.00%),No Data,mir-5345,mir-5345 microRNA precursor family,Gene; miRNA;
RF03625,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR6152,MIR6152 microRNA precursor family,Gene; miRNA;
RF03626,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9791,mir-9791 microRNA precursor family,Gene; miRNA;
RF03627,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9168,mir-9168 microRNA precursor family,Gene; miRNA;
RF03628,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2355,mir-2355 microRNA precursor family,Gene; miRNA;
RF03629,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-641,mir-641 microRNA precursor family,Gene; miRNA;
RF03630,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2818,mir-2818 microRNA precursor family,Gene; miRNA;
RF03631,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR3440,MIR3440 microRNA precursor family,Gene; miRNA;
RF03632,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR1882,MIR1882 microRNA precursor family,Gene; miRNA;
RF03633,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5882,mir-5882 microRNA precursor family,Gene; miRNA;
RF03634,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3524,mir-3524 microRNA precursor family,Gene; miRNA;
RF03635,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2066,mir-2066 microRNA precursor family,Gene; miRNA;
RF03636,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR4376,MIR4376 microRNA precursor family,Gene; miRNA;
RF03637,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-5879,mir-5879 microRNA precursor family,Gene; miRNA;
RF03638,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1537,mir-1537 microRNA precursor family,Gene; miRNA;
RF03639,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-619,mir-619 microRNA precursor family,Gene; miRNA;
RF03640,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-3747,mir-3747 microRNA precursor family,Gene; miRNA;
RF03641,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-991,mir-991 microRNA precursor family,Gene; miRNA;
RF03642,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR5743,MIR5743 microRNA precursor family,Gene; miRNA;
RF03643,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2056,mir-2056 microRNA precursor family,Gene; miRNA;
RF03644,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2064,mir-2064 microRNA precursor family,Gene; miRNA;
RF03645,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9080,mir-9080 microRNA precursor family,Gene; miRNA;
RF03646,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR9776,MIR9776 microRNA precursor family,Gene; miRNA;
RF03647,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-7640,mir-7640 microRNA precursor family,Gene; miRNA;
RF03648,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-9413,mir-9413 microRNA precursor family,Gene; miRNA;
RF03649,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),MIR5643,MIR5643 microRNA precursor family,Gene; miRNA;
RF03650,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-1290,mir-1290 microRNA precursor family,Gene; miRNA;
RF03651,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2070,mir-2070 microRNA precursor family,Gene; miRNA;
RF03652,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-2329,mir-2329 microRNA precursor family,Gene; miRNA;
RF03653,Eukaryota,Eukaryota (100.00%),Eukaryota (100.00%),mir-971,mir-971 microRNA precursor family,Gene; miRNA;
