Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF02601,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BASRCI337,Brucella sRNA CI337,Gene; sRNA;
RF02602,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BASRCI414,Brucella sRNA CI414,Gene; sRNA;
RF02603,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BASRCII26,Brucella sRNA CII26,Gene; sRNA;
RF02604,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BASRCI153,Brucella sRNA CI153,Gene; sRNA;
RF02605,Bacteria,Bacteria (100.0%),Bacteria (100.0%),scr5239,Streptomyces sRNA scr5239,Gene; sRNA;
RF02606,Bacteria,Bacteria (100.0%),Bacteria (100.0%),AbsR28,Acinetobacter sRNA 28,Gene; sRNA;
RF02607,Bacteria,Bacteria (100.0%),Bacteria (100.0%),AbsR25,Acinetobacter sRNA 25,Gene; sRNA;
RF02608,Bacteria,Bacteria (100.0%),"Bacteria (96.43%), Eukaryota (3.57%)",AbsR11,Acinetobacter sRNA 11,Gene; sRNA;
RF02609,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSR0602,Brucella sRNA 0602,Gene; sRNA;
RF02610,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSR0709,Brucella sRNA 0709,Gene; sRNA;
RF02611,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSR0653,Brucella sRNA 0653,Gene; sRNA;
RF02612,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSR1350,Brucella sRNA 1350,Gene; sRNA;
RF02613,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSR0739,Brucella sRNA 0739,Gene; sRNA;
RF02614,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSR1073,Brucella sRNA 1073,Gene; sRNA;
RF02615,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSR0626,Brucella sRNA 0626,Gene; sRNA;
RF02616,Bacteria,Bacteria (100.0%),Bacteria (100.0%),SSRC8_2,Streptococcus sRNA 8,Gene; sRNA;
RF02617,Bacteria,Bacteria (100.0%),Bacteria (100.0%),SSRC10,Streptococcus sRNA 10,Gene; sRNA;
RF02618,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (88.89%), Eukaryota (11.11%)",SSRC34_2,Streptococcus sRNA 34,Gene; sRNA;
RF02619,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSnc115,Brucella sRNA 115,Gene; sRNA;
RF02620,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSnc119,Brucella sRNA 119,Gene; sRNA;
RF02621,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSnc120,Brucella sRNA 120,Gene; sRNA;
RF02622,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSnc121,Brucella sRNA 121,Gene; sRNA;
RF02623,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSnc140,Brucella sRNA 140,Gene; sRNA;
RF02624,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSnc150,Brucella sRNA 150,Gene; sRNA;
RF02625,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (65.6%), Eukaryota (34.4%)",WsnRNA46,Wolbachia sRNA 46,Gene; sRNA;
RF02626,Mixed,"Viruses (50.0%), Bacteria (50.0%)","Bacteria (80.0%), Viruses (20.0%)",WsnRNA59,Wolbachia sRNA 59,Gene; sRNA;
RF02627,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Ssr1,Shigella small RNA 1,Gene; sRNA;
RF02628,Bacteria,Bacteria (100.0%),"Bacteria (90.0%), Eukaryota (10.0%)",Hrs1,Hfq-regulated sRNA 1,Gene; sRNA;
RF02629,Bacteria,Bacteria (100.0%),Bacteria (100.0%),RmaA,Regulator of motility and amylovoran A,Gene; sRNA;
RF02630,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Hrs12,Hfq-regulated sRNA 12,Gene; sRNA;
RF02631,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (83.33%), Eukaryota (16.67%)",Hrs13,Hfq-regulated sRNA 13,Gene; sRNA;
RF02632,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Hrs10,Hfq-regulated sRNA 10,Gene; sRNA;
RF02633,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Hrs21,Hfq-regulated sRNA 21,Gene; sRNA;
RF02634,Bacteria,Bacteria (100.0%),Bacteria (100.0%),EF3314_EF3315,Enterococcus sRNA EF3314_EF3315,Gene; sRNA;
RF02635,Bacteria,Bacteria (100.0%),Bacteria (100.0%),EF0820_EF0821,Enterococcus sRNA EF0820_EF0821,Gene; sRNA;
RF02636,Bacteria,Bacteria (100.0%),Bacteria (100.0%),EF1368_EF1369,Enterococcus sRNA EF1368_EF1369,Gene; sRNA;
RF02637,Bacteria,Bacteria (100.0%),Bacteria (100.0%),EF0408_EF0409,Enterococcus sRNA EF0408_EF0409,Gene; sRNA;
RF02638,Bacteria,Bacteria (100.0%),Bacteria (100.0%),EF0605_EF0606,Enterococcus sRNA EF0605_EF0606,Gene; sRNA;
RF02639,Bacteria,Bacteria (100.0%),Bacteria (100.0%),EF0869_EF0870,Enterococcus sRNA EF0869_EF0870,Gene; sRNA;
RF02640,Bacteria,Bacteria (100.0%),Bacteria (100.0%),MOSES4,S. pyogenes small RNA MOSES4,Gene; sRNA;
RF02641,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Spy490483c,S. pyogenes small RNA Spy490483c,Gene; sRNA;
RF02642,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Spy491311c,S. pyogenes small RNA Spy491311c,Gene; sRNA;
RF02643,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Spy491738,S. pyogenes small RNA Spy491738,Gene; sRNA;
RF02644,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Spy490380c,S. pyogenes small RNA Spy490380c,Gene; sRNA;
RF02645,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Cis2_sRNA,Ruegeria cis2 sRNA,Gene; sRNA;
RF02646,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Cis8_sRNA,Ruegeria cis8 sRNA,Gene; sRNA;
RF02647,Bacteria,Bacteria (100.0%),"Bacteria (99.33%), Eukaryota (0.67%)",Cis52_sRNA,Ruegeria cis52 sRNA,Gene; sRNA;
RF02648,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Cis90_sRNA,Ruegeria cis90 sRNA,Gene; sRNA;
RF02649,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Trans44_sRNA,Ruegeria trans44 sRNA,Gene; sRNA;
RF02650,Bacteria,Bacteria (100.0%),Bacteria (100.0%),CncR1,Cag non-coding RNA1,Gene; sRNA;
RF02651,Bacteria,Bacteria (100.0%),Bacteria (100.0%),SorY,Singlet oxygen resistance RNA Y,Gene; sRNA;
RF02652,Bacteria,Bacteria (100.0%),Bacteria (100.0%),StyR-3,Salmonella enterica Typhi npcRNA 3,Gene; sRNA;
RF02653,Bacteria,Bacteria (100.0%),Bacteria (100.0%),StyR-143,Salmonella enterica Typhi npcRNA 143,Gene; sRNA;
RF02654,Bacteria,Bacteria (100.0%),"Bacteria (97.3%), Eukaryota (2.7%)",MicL,MicL sRNA,Gene; sRNA;
RF02655,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BSR0441,Brucella BSR0441 sRNA,Gene; sRNA;
RF02656,Archaea,Archaea (100.0%),Archaea (100.0%),sot0042,Sense overlapping transcript RNA 0042 (sot),Gene; sRNA;
RF02657,Archaea,Archaea (100.0%),Archaea (100.0%),sot2652,Sense overlapping transcript RNA 2652 (sot),Gene; sRNA;
RF02658,Viruses,Viruses (100.0%),Viruses (100.0%),IRES_RhPV,Rhopalosiphum padi virus 5'UTR internal ribosome entry site,Cis-reg; IRES;
RF02659,Bacteria,Bacteria (100.0%),Bacteria (100.0%),ncRv12659,ncRv12659 sRNA,Gene; sRNA;
RF02660,Bacteria,Bacteria (100.0%),Bacteria (100.0%),icaR_3p_UTR,icaR 3'UTR,Cis-reg;
RF02661,Bacteria,Bacteria (100.0%),Bacteria (100.0%),icaR_5p_UTR,icaR 5' UTR,Cis-reg;
RF02662,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BLi_r0872,Bacillus asRNA 0872,Gene; antisense;
RF02663,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),GmglnB1_5p_UTR,GmglnB1 5'UTR,Cis-reg;
RF02664,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),IRES_cyp24a1,Cyp24a1 internal ribosome entry site (IRES),Cis-reg; IRES;
RF02665,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PsiU1-6,Drosophila small cajal body-specific RNA PsiU1-6,Gene; snRNA; snoRNA; scaRNA;
RF02666,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PsiU2-35.45,Drosophila small cajal body-specific RNA PsiU2-35.45,Gene; snRNA; snoRNA; scaRNA;
RF02667,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PsiU2-38.40.42,Drosophila small cajal body-specific RNA PsiU2-38.40.4,Gene; snRNA; snoRNA; scaRNA;
RF02668,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PsiU2-55,Drosophila small cajal body-specific RNA PsiU2-55,Gene; snRNA; snoRNA; scaRNA;
RF02669,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),PsiU6-40,Drosophila small cajal body-specific RNA PsiU6-40,Gene; snRNA; snoRNA; scaRNA;
RF02670,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),scaDm46E3,small Cajal body-specific RNA Dm46E3,Gene; snRNA; snoRNA; scaRNA;
RF02671,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Ysr35,Yersinia sRNA 35,Gene; sRNA;
RF02672,Bacteria/Mixed,Bacteria (100.0%),"Viruses (77.27%), Bacteria (22.73%)",SprX,Small pathogenicity island RNA X,Gene; sRNA;
RF02673,Bacteria,Bacteria (100.0%),Bacteria (100.0%),scr4677,Streptomyces sRNA 4677,Gene; sRNA;
RF02674,Bacteria,Bacteria (100.0%),"Bacteria (95.28%), Eukaryota (4.72%)",AsdA,antisense RNA of dnaA mRNA,Gene; antisense;
RF02675,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Ysr141,Yersinia sRNA 141,Gene; sRNA;
RF02676,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Esr41,Enterohemorrhagic E. coli sRNA 41,Gene; sRNA;
RF02677,Bacteria,Bacteria (100.0%),Bacteria (100.0%),NsiR4,Nitrogen stress-induced RNA 4,Gene; sRNA;
RF02678,unclassified sequences/Mixed,unclassified sequences (100.0%),"unclassified sequences (88.89%), Bacteria (11.11%)",Hatchet,Hatchet ribozyme,Gene; ribozyme;
RF02679,Mixed,"unclassified sequences (64.44%), Bacteria (35.56%)","Bacteria (48.0%), unclassified sequences (38.67%), Viruses (12.0%), Eukaryota (1.33%)",Pistol,Pistol ribozyme,Gene; ribozyme;
RF02680,Mixed,"unclassified sequences (50.0%), Bacteria (50.0%)","Bacteria (62.16%), unclassified sequences (37.84%)",PreQ1-III,PreQ1-III riboswitch,Cis-reg; riboswitch;
RF02681,Mixed,"Bacteria (75.0%), unclassified sequences (25.0%)","Bacteria (80.0%), unclassified sequences (20.0%)",Twister-sister,Twister_sister_ribozyme,Gene; ribozyme;
RF02682,Mixed/Eukaryota,"Bacteria (56.25%), unclassified sequences (43.75%)","Eukaryota (97.35%), Bacteria (1.97%), unclassified sequences (0.69%)",HDV-F-prausnitzii,HDV ribozyme from F. prausnitzii,Gene; ribozyme;
RF02683,Mixed,"Bacteria (71.95%), unclassified sequences (28.05%)","Bacteria (86.11%), unclassified sequences (9.13%), Eukaryota (4.76%)",NiCo,NiCo riboswitch,Cis-reg; riboswitch;
RF02684,Mixed,"unclassified sequences (66.67%), Bacteria (26.67%), Eukaryota (6.67%)","Bacteria (58.06%), unclassified sequences (32.26%), Eukaryota (9.68%)",Twister-P5,Type-P5 twister ribozyme,Gene; ribozyme;
RF02685,Mixed,"Bacteria (56.41%), unclassified sequences (43.59%)","Bacteria (70.69%), unclassified sequences (29.31%)",RAGATH-5,RAGATH-5 RNA,Gene; ribozyme;
RF02686,unclassified sequences,unclassified sequences (100.0%),unclassified sequences (100.0%),RAGATH-6,RAGATH-6 RNA,Gene; ribozyme;
RF02687,Bacteria,Bacteria (100.0%),Bacteria (100.0%),RAGATH-8,RAGATH-8 RNA,Gene; ribozyme;
RF02688,Bacteria,Bacteria (100.0%),Bacteria (100.0%),RAGATH-13,RAGATH-13 RNA,Gene; ribozyme;
RF02689,Bacteria,Bacteria (100.0%),Bacteria (100.0%),hilD_3p_UTR,hilD 3'UTR,Cis-reg;
RF02690,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BTH_s1,Burkholderia sRNA 1,Gene; sRNA;
RF02691,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BTH_s19,Burkholderia sRNA 19,Gene; sRNA;
RF02692,Bacteria,Bacteria (100.0%),Bacteria (100.0%),BTH_s39,Burkholderia sRNA 39,Gene; sRNA;
RF02693,Bacteria,Bacteria (100.0%),Bacteria (100.0%),psm_mec_RNA,psm_mec locus RNA,Gene; sRNA;
RF02694,Bacteria,Bacteria (100.0%),Bacteria (100.0%),RalA,RalR antitoxin,Gene; sRNA;
RF02695,Bacteria,Bacteria (100.0%),Bacteria (100.0%),NrsZ,Nitrogen regulated small RNA,Gene; sRNA;
RF02696,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Teg49,Teg49 sRNA,Gene; sRNA;
RF02697,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),LDH1_5p_UTR,LDH1 5'UTR,Cis-reg;
RF02698,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Avalong_thermometer,Avalong 5' UTR thermometer,Cis-reg; thermoregulator;
RF02699,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Avashort_thermometer,Avashort 5' UTR thermometer,Cis-reg; thermoregulator;
RF02700,Bacteria,Bacteria (100.0%),Bacteria (100.0%),HtrA_thermometer,HtrA 5' UTR thermometer,Cis-reg; thermoregulator;
RF02701,Bacteria,Bacteria (100.0%),Bacteria (100.0%),PsrR1,Photosynthesis regulatory RNA1,Gene; sRNA
RF02702,Bacteria/Mixed,Bacteria (100.0%),"Viruses (50.0%), Bacteria (50.0%)",AgvB,Anti GcvB sRNA,Gene; sRNA;
RF02703,Bacteria/Mixed,Bacteria (100.0%),"Viruses (81.82%), Bacteria (18.18%)",AsxR,Anti stx2 sRNA,Gene; sRNA;
RF02704,Bacteria,Bacteria (100.0%),Bacteria (100.0%),LcrF_thermometer,LcrF intergenic thermometer,Cis-reg; thermoregulator;
RF02705,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),B_rapa_snoR775,Brassica rapa small nucleolar RNA 775,Gene; snRNA; snoRNA; HACA-box;
RF02706,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TeloSII_ncR30,TeloSII non coding RNA 30,Gene; sRNA;
RF02707,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TeloSII_ncR33,TeloSII non coding RNA 33,Gene; sRNA;
RF02708,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TeloSII_ncR40,TeloSII non coding RNA 40,Gene; sRNA;
RF02709,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TeloSII_ncR43,TeloSII non coding RNA 43,Gene; sRNA;
RF02710,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TeloSII_ncR45,TeloSII non coding RNA 45,Gene; sRNA;
RF02711,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),TeloSII_ncR49,TeloSII non coding RNA 49,Gene; sRNA;
RF02712,Viruses,Viruses (100.0%),Viruses (100.0%),EBER2,Epstein-Barr virus EBER2,Gene; sRNA;
RF02713,Bacteria,Bacteria (100.0%),Bacteria (100.0%),MCS4,Mycoplasma sRNA MCS4,Gene; sRNA;
RF02714,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snopsi28S-3378,Small nucleolar RNA psi28S-3378,Gene; snRNA; snoRNA; HACA-box;
RF02715,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sno_ncR1,Small nucleolar RNA ncR1,Gene; snRNA; snoRNA; HACA-box;
RF02716,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sno_ncR3,Small nucleolar RNA ncR3,Gene; snRNA; snoRNA; CD-box;
RF02717,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sno_ncR4,Small nucleolar RNA ncR4,Gene; snRNA; snoRNA; CD-box;
RF02718,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sca_ncR14,Small Cajal body specific RNA ncR14,Gene; snRNA; snoRNA; scaRNA;
RF02719,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sca_ncR20,Small Cajal body specific RNA ncR20,Gene; snRNA; snoRNA; scaRNA;
RF02720,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sca_ncR21,Small Cajal body specific RNA ncR21,Gene; snRNA; snoRNA; scaRNA;
RF02721,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sca_ncR26,Small Cajal body specific RNA ncR26,Gene; snRNA; snoRNA; scaRNA;
RF02722,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sca_ncR27,Small Cajal body specific RNA ncR27,Gene; snRNA; snoRNA; scaRNA;
RF02723,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sno_ZL1,Small nucleolar RNA ZL1,Gene; snRNA; snoRNA; CD-box;
RF02724,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sno_ZL2,Small nucleolar RNA ZL2,Gene; snRNA; snoRNA; CD-box;
RF02725,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sno_ZL8,Small nucleolar RNA ZL8,Gene; snRNA; snoRNA; CD-box;
RF02726,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sno_ZL63,Small nucleolar RNA ZL63,Gene; snRNA; snoRNA; CD-box;
RF02727,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sno_ZL116,Small nucleolar RNA ZL116,Gene; snRNA; snoRNA; CD-box;
RF02728,Bacteria,Bacteria (100.0%),Bacteria (100.0%),HrrF,Haemophilus regulatory RNA responsive to iron,Gene; sRNA;
RF02729,Bacteria,Bacteria (100.0%),Bacteria (100.0%),JA01,Aggregatibacter sRNA JA01,Gene; sRNA;
RF02730,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (83.33%), Eukaryota (16.67%)",JA02,Aggregatibacter sRNA JA02,Gene; sRNA;
RF02731,Bacteria,Bacteria (100.0%),"Bacteria (93.75%), Eukaryota (6.25%)",JA03,Aggregatibacter sRNA JA03,Gene; sRNA;
RF02732,Bacteria,Bacteria (100.0%),Bacteria (100.0%),JA04,Aggregatibacter sRNA JA04,Gene; sRNA;
RF02733,Bacteria,Bacteria (100.0%),Bacteria (100.0%),ToxT_thermometer,ToxT 5' UTR thermometer,Cis-reg; thermoregulator;
RF02734,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Cgb105,Corynebacterium sRNA 105,Gene; sRNA;
RF02735,Bacteria,Bacteria (100.0%),"Bacteria (99.57%), Eukaryota (0.43%)",Sernc350,Saccharopolyspora sRNA 350,Gene; antisense; 
RF02736,Bacteria,Bacteria (100.0%),"Bacteria (93.88%), Eukaryota (6.12%)",Rev11,Soft rot Enterobacteriaceae Rev 11 asRNA,Gene; antisense; 
RF02737,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Rev13,Soft rot Enterobacteriaceae Rev 13 asRNA,Gene; antisense;
RF02738,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Rev24,Soft rot Enterobacteriaceae Rev 24 asRNA,Gene; antisense;
RF02739,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Rev41,Soft rot Enterobacteriaceae Rev 41 sRNA,Gene; sRNA;
RF02740,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Fwd6_3p_UTR,Soft rot Enterobacteriaceae Fwd 6 3'UTR,Cis-reg; 
RF02741,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Rev44,Soft rot Enterobacteriaceae Rev 44 asRNA,Gene; antisense; 
RF02742,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Rev72,Soft rot Enterobacteriaceae Rev 72 asRNA,Gene; antisense;
RF02743,Bacteria,Bacteria (100.0%),"Bacteria (91.43%), Viruses (8.57%)",Sernc389,Saccharopolyspora sRNA 389,Gene; antisense;
RF02744,Bacteria,Bacteria (100.0%),"Bacteria (94.87%), Eukaryota (5.13%)",Rev39_5p_UTR,Soft rot Enterobacteriaceae Rev 39 5'UTR,Cis-reg;
RF02745,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Rev42_5p_UTR,Soft rot Enterobacteriaceae Rev 42 5'UTR,Cis-reg;
RF02746,Bacteria,Bacteria (100.0%),"Bacteria (98.53%), Eukaryota (1.47%)",AsrC,antisense RNA of rseC mRNA,Gene; antisense; 
RF02747,Bacteria,Bacteria (100.0%),Bacteria (100.0%),FtrA,Francisella sRNA A,Gene; sRNA;
RF02748,Bacteria,Bacteria (100.0%),Bacteria (100.0%),FtrB,Francisella sRNA B,Gene; sRNA;
RF02749,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (75.0%), Eukaryota (25.0%)",Ncrwmel02,Wolbachia sRNA mel02,Gene; sRNA;
RF02750,Bacteria,Bacteria (100.0%),Bacteria (100.0%),ES003,ES003 sRNA,Gene; sRNA;
RF02751,Bacteria,Bacteria (100.0%),"Bacteria (90.91%), Eukaryota (9.09%)",ES036,ES036 (CssrF) sRNA,Gene; sRNA;
RF02752,Bacteria,Bacteria (100.0%),Bacteria (100.0%),ES056,ES056 sRNA,Gene; sRNA;
RF02753,Bacteria,Bacteria (100.0%),Bacteria (100.0%),ES173,ES173 sRNA,Gene; sRNA;
RF02754,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (87.5%), Eukaryota (12.5%)",ES205,ES205 sRNA,Gene; sRNA;
RF02755,Bacteria,Bacteria (100.0%),"Bacteria (96.55%), Eukaryota (3.45%)",ES222,ES222 sRNA,Gene; sRNA;
RF02756,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (87.5%), Eukaryota (12.5%)",ES239,ES239 sRNA,Gene; sRNA;
RF02757,Bacteria,Bacteria (100.0%),"Bacteria (97.14%), Eukaryota (2.86%)",Erse,Erse small RNA,Gene; sRNA;
RF02758,Bacteria,Bacteria (100.0%),Bacteria (100.0%),RhlA_thermometer,RhlA 5' UTR ROSE like thermometer,Cis-reg; thermoregulator;
RF02759,Bacteria,Bacteria (100.0%),Bacteria (100.0%),LasI_thermometer,LasI 5' UTR ROSE like thermometer,Cis-reg; thermoregulator;
RF02760,Bacteria,Bacteria (100.0%),Bacteria (100.0%),sR035,sR035 sRNA,Gene; sRNA;
RF02761,Bacteria,Bacteria (100.0%),Bacteria (100.0%),sR084,sR084 sRNA,Gene; sRNA;
RF02762,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (75.0%), Eukaryota (25.0%)",C1_109596F_thermometer,C1_109596F  5' UTR thermometer,Cis-reg; thermoregulator;
RF02763,Bacteria,Bacteria (100.0%),Bacteria (100.0%),IsrM,IsrM sRNA,Gene; sRNA;
RF02764,Bacteria,Bacteria (100.0%),"Bacteria (92.31%), Eukaryota (7.69%)",Ysr190,Yersinia sRNA 190,Gene; sRNA;
RF02765,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Ysr209,Yersinia sRNA 209,Gene; sRNA;
RF02766,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Ysr49,Yersinia sRNA 49,Gene; sRNA;
RF02767,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Ysr186_sR026_CsrC,Yersinia sRNA 186/sR026/CsrC,Gene; sRNA;
RF02768,Bacteria,Bacteria (100.0%),"Bacteria (94.79%), Eukaryota (5.21%)",Ysr155(RyfD),Yersinia sRNA 155(RyfD),Gene; sRNA;
RF02769,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Ysr202,Yersinia sRNA 202,Gene; sRNA;
RF02770,Bacteria,Bacteria (100.0%),Bacteria (100.0%),Ysr224,Yersinia sRNA 224,Gene; sRNA;
RF02771,Bacteria,Bacteria (100.0%),Bacteria (100.0%),CnfY_thermometer,CnfY 5' UTR thermometer,Cis-reg; thermoregulator;
RF02772,Bacteria,Bacteria (100.0%),Bacteria (100.0%),AilA_thermometer,AilA 5' UTR thermometer,Cis-reg; thermoregulator;
RF02773,Bacteria,Bacteria (100.0%),"Bacteria (95.71%), Eukaryota (4.29%)",TrxA_thermometer,TrxA 5' UTR thermometer,Cis-reg; thermoregulator;
RF02774,Bacteria,Bacteria (100.0%),Bacteria (100.0%),KatA_thermometer,KatA 5' UTR thermometer,Cis-reg; thermoregulator;
RF02775,Bacteria,Bacteria (100.0%),Bacteria (100.0%),SodB_thermometer,SodB 5' UTR thermometer,Cis-reg; thermoregulator;
RF02776,Bacteria,Bacteria (100.0%),Bacteria (100.0%),SodC_thermometer,SodC 5' UTR thermometer,Cis-reg; thermoregulator;
RF02777,Bacteria,Bacteria (100.0%),Bacteria (100.0%),OppA_thermometer,OppA 5' UTR thermometer,Cis-reg; thermoregulator;
RF02778,Bacteria/Mixed,Bacteria (100.0%),"Bacteria (83.33%), Eukaryota (16.67%)",FdoG1_thermometer,FdoG-1 5' UTR thermometer,Cis-reg; thermoregulator;
RF02779,Bacteria,Bacteria (100.0%),Bacteria (100.0%),PepN_thermometer,PepN 5' UTR thermometer,Cis-reg; thermoregulator;
RF02780,Bacteria,Bacteria (100.0%),Bacteria (100.0%),PutA_thermometer,PutA 5' UTR thermometer,Cis-reg; thermoregulator;
RF02781,Bacteria,Bacteria (100.0%),Bacteria (100.0%),ManX_thermometer,ManX 5' UTR thermometer,Cis-reg; thermoregulator;
RF02782,Bacteria,Bacteria (100.0%),"Bacteria (96.55%), Eukaryota (3.45%)",CpoB_ybgF_thermometer,CpoB/ybgF ICR thermometer,Cis-reg; thermoregulator; 
RF02783,Bacteria,Bacteria (100.0%),Bacteria (100.0%),IscS1_thermometer,IscS-1 ICR thermometer,Cis-reg; thermoregulator; 
RF02784,Bacteria,Bacteria (100.0%),Bacteria (100.0%),SorX,Singlet oxygen resistance RNA X,Gene; sRNA;
RF02785,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoRNA2,Trypanosomatid small nucleolar RNA 2,Gene; snRNA; snoRNA; CD-box;
RF02786,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR2,Small nucleolar RNA TBR2,Gene; snRNA; snoRNA; CD-box;
RF02787,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR4,Small nucleolar RNA TBR4,Gene; snRNA; snoRNA; CD-box;
RF02788,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR6,Small nucleolar RNA TBR6,Gene; snRNA; snoRNA; CD-box;
RF02789,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoTBR12,Small nucleolar RNA TBR12,Gene; snRNA; snoRNA; CD-box;
RF02790,Bacteria,Bacteria (100.0%),Bacteria (100.0%),sodF_sRNA,sodF sRNA,Gene; sRNA;
RF02791,Bacteria,Bacteria (100.0%),Bacteria (100.0%),CcsR1,Conserved CCUCCUCCC motif stress-induced RNA 1,Gene; sRNA;
RF02792,Archaea,Archaea (100.0%),Archaea (100.0%),sRNA162,Archaeal Small RNA 162,Gene; antisense;
RF02793,Archaea,Archaea (100.0%),Archaea (100.0%),asR3,Pyrobaculum asRNA3,Gene; antisense; 
